outputscale,omega,lml
-2.412500000000000089e+00,-6.000000000000000000e+00,-4.186433682198129883e+11
-2.390000000000000124e+00,-6.000000000000000000e+00,-4.185474323501956787e+11
-2.367500000000000160e+00,-6.000000000000000000e+00,-4.184461467139530640e+11
-2.345000000000000195e+00,-6.000000000000000000e+00,-4.183403106141865234e+11
-2.322500000000000231e+00,-6.000000000000000000e+00,-4.182290537922573242e+11
-2.300000000000000266e+00,-6.000000000000000000e+00,-4.181125566131608276e+11
-2.277500000000000302e+00,-6.000000000000000000e+00,-4.179890796300078125e+11
-2.254999999999999893e+00,-6.000000000000000000e+00,-4.178600577700164795e+11
-2.232499999999999929e+00,-6.000000000000000000e+00,-4.177243906428655396e+11
-2.209999999999999964e+00,-6.000000000000000000e+00,-4.175816518519420166e+11
-2.187500000000000000e+00,-6.000000000000000000e+00,-4.174318939486394653e+11
-2.165000000000000036e+00,-6.000000000000000000e+00,-4.172741978917391357e+11
-2.142500000000000071e+00,-6.000000000000000000e+00,-4.171087358733836670e+11
-2.120000000000000107e+00,-6.000000000000000000e+00,-4.169355140682808228e+11
-2.097500000000000142e+00,-6.000000000000000000e+00,-4.167530339300350952e+11
-2.075000000000000178e+00,-6.000000000000000000e+00,-4.165621207197445068e+11
-2.052500000000000213e+00,-6.000000000000000000e+00,-4.163606256143632812e+11
-2.030000000000000249e+00,-6.000000000000000000e+00,-4.161511699243175049e+11
-2.007500000000000284e+00,-6.000000000000000000e+00,-4.159304594943170776e+11
-1.985000000000000320e+00,-6.000000000000000000e+00,-4.156979675687921143e+11
-1.962499999999999911e+00,-6.000000000000000000e+00,-4.154546372522388916e+11
-1.939999999999999947e+00,-6.000000000000000000e+00,-4.151997425818959351e+11
-1.917499999999999982e+00,-6.000000000000000000e+00,-4.149329345580351562e+11
-1.895000000000000018e+00,-6.000000000000000000e+00,-4.146529116106839600e+11
-1.872500000000000053e+00,-6.000000000000000000e+00,-4.143596497186926270e+11
-1.850000000000000089e+00,-6.000000000000000000e+00,-4.140519354806863403e+11
-1.827500000000000124e+00,-6.000000000000000000e+00,-4.137307564121085815e+11
-1.805000000000000160e+00,-6.000000000000000000e+00,-4.133932337042977295e+11
-1.782500000000000195e+00,-6.000000000000000000e+00,-4.130403569613941650e+11
-1.760000000000000231e+00,-6.000000000000000000e+00,-4.126743464764027100e+11
-1.737500000000000266e+00,-6.000000000000000000e+00,-4.122875992561291504e+11
-1.715000000000000302e+00,-6.000000000000000000e+00,-4.118834844591727295e+11
