outputscale,omega,lml
5.350000000000001421e-01,-6.000000000000000000e+00,-1.402630392815524902e+11
5.575000000000001066e-01,-6.000000000000000000e+00,-1.401253088749290466e+11
5.800000000000000711e-01,-6.000000000000000000e+00,-1.400677999038387451e+11
6.025000000000000355e-01,-6.000000000000000000e+00,-1.399276851883402100e+11
6.250000000000000000e-01,-6.000000000000000000e+00,-1.398240884925190125e+11
6.474999999999999645e-01,-6.000000000000000000e+00,-1.396761751687414551e+11
6.699999999999999289e-01,-6.000000000000000000e+00,-1.397431895202071533e+11
6.924999999999998934e-01,-6.000000000000000000e+00,-1.396446362825806580e+11
7.149999999999998579e-01,-6.000000000000000000e+00,-1.395826258666890869e+11
7.374999999999998224e-01,-6.000000000000000000e+00,-1.395727325562673035e+11
7.599999999999997868e-01,-6.000000000000000000e+00,-1.394354352164008179e+11
7.824999999999997513e-01,-6.000000000000000000e+00,-1.393996774603651123e+11
8.049999999999997158e-01,-6.000000000000000000e+00,-1.392787389619957886e+11
8.274999999999996803e-01,-6.000000000000000000e+00,-1.392312895775461426e+11
8.499999999999996447e-01,-6.000000000000000000e+00,-1.392451153609805603e+11
8.724999999999996092e-01,-6.000000000000000000e+00,-1.391305185559374695e+11
8.949999999999995737e-01,-6.000000000000000000e+00,-1.391888499098141479e+11
9.174999999999995381e-01,-6.000000000000000000e+00,-1.389376794929772034e+11
9.399999999999995026e-01,-6.000000000000000000e+00,-1.389598054908151855e+11
9.624999999999994671e-01,-6.000000000000000000e+00,-1.390227128960878906e+11
9.849999999999994316e-01,-6.000000000000000000e+00,-1.388237138790230713e+11
1.007499999999999396e+00,-6.000000000000000000e+00,-1.387321762540087891e+11
1.029999999999999361e+00,-6.000000000000000000e+00,-1.389026624209288940e+11
1.052500000000000213e+00,-6.000000000000000000e+00,-1.387079455763040161e+11
1.075000000000000178e+00,-6.000000000000000000e+00,-1.387342855436676025e+11
1.097500000000000142e+00,-6.000000000000000000e+00,-1.389600296070518188e+11
1.120000000000000107e+00,-6.000000000000000000e+00,-1.387514278782847595e+11
1.142500000000000071e+00,-6.000000000000000000e+00,-1.388088208382021790e+11
1.165000000000000036e+00,-6.000000000000000000e+00,-1.386534929093825684e+11
1.187500000000000000e+00,-6.000000000000000000e+00,-1.385444570933629761e+11
1.209999999999999964e+00,-6.000000000000000000e+00,-1.387171103353889160e+11
1.232499999999999929e+00,-6.000000000000000000e+00,-1.388160308146031189e+11
1.254999999999999893e+00,-6.000000000000000000e+00,-1.385925248648589172e+11
1.277499999999999858e+00,-6.000000000000000000e+00,-1.385737785937954102e+11
1.299999999999999822e+00,-6.000000000000000000e+00,-1.387705268604166260e+11
1.322499999999999787e+00,-6.000000000000000000e+00,-1.388918531130511475e+11
1.344999999999999751e+00,-6.000000000000000000e+00,-1.389869997185529480e+11
1.367499999999999716e+00,-6.000000000000000000e+00,-1.383715672094789429e+11
1.389999999999999680e+00,-6.000000000000000000e+00,-1.387357846034219666e+11
1.412499999999999645e+00,-6.000000000000000000e+00,-1.390566376380945435e+11
1.434999999999999609e+00,-6.000000000000000000e+00,-1.389269119804201965e+11
1.457499999999999574e+00,-6.000000000000000000e+00,-1.386984944421922913e+11
1.479999999999999538e+00,-6.000000000000000000e+00,-1.383583647733547974e+11
1.502499999999999503e+00,-6.000000000000000000e+00,-1.386772549591834717e+11
1.524999999999999467e+00,-6.000000000000000000e+00,-1.383727436779313354e+11
1.547499999999999432e+00,-6.000000000000000000e+00,-1.383010064875361633e+11
1.569999999999999396e+00,-6.000000000000000000e+00,-1.378267737749220581e+11
1.592499999999999361e+00,-6.000000000000000000e+00,-1.372885992506158142e+11
1.614999999999999325e+00,-6.000000000000000000e+00,-1.385757768011187744e+11
1.637500000000000178e+00,-6.000000000000000000e+00,-1.379145158723634033e+11
1.660000000000000142e+00,-6.000000000000000000e+00,-1.380971892645512390e+11
1.682500000000000107e+00,-6.000000000000000000e+00,-1.376235590770944214e+11
1.705000000000000071e+00,-6.000000000000000000e+00,-1.374359713674723816e+11
1.727500000000000036e+00,-6.000000000000000000e+00,-1.384760345749152527e+11
1.750000000000000000e+00,-6.000000000000000000e+00,-1.371990627851424255e+11
1.772499999999999964e+00,-6.000000000000000000e+00,-1.376572212635594788e+11
1.794999999999999929e+00,-6.000000000000000000e+00,-1.377758419044936829e+11
1.817499999999999893e+00,-6.000000000000000000e+00,-1.382319122666667480e+11
1.839999999999999858e+00,-6.000000000000000000e+00,-1.382875049977264404e+11
1.862499999999999822e+00,-6.000000000000000000e+00,-1.384078992882781982e+11
1.884999999999999787e+00,-6.000000000000000000e+00,-1.392996422807713623e+11
1.907499999999999751e+00,-6.000000000000000000e+00,-1.393305574886380615e+11
1.929999999999999716e+00,-6.000000000000000000e+00,-1.392914906152311096e+11
1.952499999999999680e+00,-6.000000000000000000e+00,-1.373594779787318573e+11
1.974999999999999645e+00,-6.000000000000000000e+00,-1.383182874372644348e+11
1.997499999999999609e+00,-6.000000000000000000e+00,-1.399735649115811462e+11
2.019999999999999574e+00,-6.000000000000000000e+00,-1.389835900683783569e+11
2.042499999999999538e+00,-6.000000000000000000e+00,-1.391244748094408264e+11
2.064999999999999503e+00,-6.000000000000000000e+00,-1.384007588642842712e+11
2.087499999999999467e+00,-6.000000000000000000e+00,-1.396568526362526245e+11
2.109999999999999432e+00,-6.000000000000000000e+00,-1.364098008692370758e+11
2.132499999999999396e+00,-6.000000000000000000e+00,-1.401002998966346436e+11
2.154999999999999361e+00,-6.000000000000000000e+00,-1.391681191469408264e+11
2.177499999999999325e+00,-6.000000000000000000e+00,-1.362399475137521362e+11
2.199999999999999289e+00,-6.000000000000000000e+00,-1.398089212241586609e+11
2.222500000000000142e+00,-6.000000000000000000e+00,-1.367635543549932404e+11
2.245000000000000107e+00,-6.000000000000000000e+00,-1.377075626930728760e+11
2.267500000000000071e+00,-6.000000000000000000e+00,-1.379459223101926270e+11
2.290000000000000036e+00,-6.000000000000000000e+00,-1.406620813875145569e+11
2.312500000000000000e+00,-6.000000000000000000e+00,-1.384072028965895691e+11
2.334999999999999964e+00,-6.000000000000000000e+00,-1.375870160877777405e+11
2.357499999999999929e+00,-6.000000000000000000e+00,-1.375407663142464905e+11
2.379999999999999893e+00,-6.000000000000000000e+00,-1.379620523845529175e+11
2.402499999999999858e+00,-6.000000000000000000e+00,-1.406531952386804504e+11
2.424999999999999822e+00,-6.000000000000000000e+00,-1.416865420651533508e+11
2.447499999999999787e+00,-6.000000000000000000e+00,-1.381068667407227783e+11
2.469999999999999751e+00,-6.000000000000000000e+00,-1.374163320106882172e+11
2.492499999999999716e+00,-6.000000000000000000e+00,-1.372745648621333160e+11
2.514999999999999680e+00,-6.000000000000000000e+00,-1.385465586723037415e+11
2.537499999999999645e+00,-6.000000000000000000e+00,-1.322634794310912933e+11
2.559999999999999609e+00,-6.000000000000000000e+00,-1.398462515981987610e+11
2.582499999999999574e+00,-6.000000000000000000e+00,-1.415420110924524536e+11
2.604999999999999538e+00,-6.000000000000000000e+00,-1.383099286229318237e+11
2.627499999999999503e+00,-6.000000000000000000e+00,-1.326898199978611298e+11
2.649999999999999467e+00,-6.000000000000000000e+00,-1.358991822614906006e+11
2.672499999999999432e+00,-6.000000000000000000e+00,-1.368386438004537964e+11
2.694999999999999396e+00,-6.000000000000000000e+00,-1.422003453908936462e+11
2.717499999999999361e+00,-6.000000000000000000e+00,-1.447545563483310547e+11
2.739999999999999325e+00,-6.000000000000000000e+00,-1.624435452941150513e+11
2.762499999999999289e+00,-6.000000000000000000e+00,-1.557822505730762634e+11
2.785000000000000142e+00,-6.000000000000000000e+00,-1.622508548647281494e+11
2.807500000000000107e+00,-6.000000000000000000e+00,-1.725551625656337585e+11
2.830000000000000071e+00,-6.000000000000000000e+00,-1.506337607508469543e+11
2.852500000000000036e+00,-6.000000000000000000e+00,-1.518034037696890564e+11
2.875000000000000000e+00,-6.000000000000000000e+00,-1.442877572573642883e+11
2.897499999999999964e+00,-6.000000000000000000e+00,-1.580359805831641235e+11
2.919999999999999929e+00,-6.000000000000000000e+00,-1.574686184395007019e+11
2.942499999999999893e+00,-6.000000000000000000e+00,-1.459401243298038025e+11
2.964999999999999858e+00,-6.000000000000000000e+00,-1.645103442486017456e+11
2.987499999999999822e+00,-6.000000000000000000e+00,-1.697947121865886841e+11
3.009999999999999787e+00,-6.000000000000000000e+00,-1.888098176027810669e+11
3.032499999999998863e+00,-6.000000000000000000e+00,-1.386297217593810320e+09
3.054999999999999716e+00,-6.000000000000000000e+00,-1.384351530761265278e+09
3.077500000000000568e+00,-6.000000000000000000e+00,-1.385936439056277514e+09
3.099999999999999645e+00,-6.000000000000000000e+00,-1.388107932910765171e+09
